1065006502,A2202,서울,23:58:11,1,1
1065006503,A3291,검암,23:56:31,1,2
1065006505,A2204,서울,23:58:10,1,1
1065006506,A2203,인천공항2터미널,23:55:31,1,2
1065006510,A2352,디지털미디어시티,23:57:25,1,1
1065006510,A2197,인천공항2터미널,23:56:45,1,2
1065006502,A2202,서울,23:58:11,1,1
1065006503,A3291,검암,23:56:31,1,2
1065006505,A2204,서울,23:58:10,1,1
1065006510,A2352,디지털미디어시티,23:57:25,1,1
1065006510,A2197,인천공항2터미널,23:56:45,1,2
1065006502,A2202,서울,23:58:11,1,1
1065006505,A2204,서울,23:58:10,1,1
1065006507,A2371,인천공항2터미널,05:08:40,1,2
1065006507,A2371,인천공항2터미널,05:08:40,1,2
1065006507,A2371,인천공항2터미널,05:08:40,1,2
1065006507,A2371,인천공항2터미널,05:08:40,1,2
1065006507,A2371,인천공항2터미널,05:08:40,1,2
1065006507,A2371,인천공항2터미널,05:08:40,1,2
1065065071,A2371,인천공항2터미널,05:13:35,1,2
1065065071,A2371,인천공항2터미널,05:13:35,1,2
1065065071,A2371,인천공항2터미널,05:13:35,1,2
1065065071,A2371,인천공항2터미널,05:13:35,1,2
1065065071,A2371,인천공항2터미널,05:13:35,1,2
1065065071,A2371,인천공항2터미널,05:13:35,1,2
1065065071,A2371,인천공항2터미널,05:13:35,1,2
1065006501,A2001,인천공항2터미널,05:20:43,1,2
1065006501,A2001,인천공항2터미널,05:20:43,1,2
1065006501,A2001,인천공항2터미널,05:20:43,1,2
1065006501,A2001,인천공항2터미널,05:20:43,1,2
1065006501,A2001,인천공항2터미널,05:20:43,1,2
1065006501,A2001,인천공항2터미널,05:20:43,1,2
1065006510,A1002,서울,05:23:28,1,1
1065006510,A1002,서울,05:23:28,1,1
1065006501,A2001,인천공항2터미널,05:20:43,1,2
1065006510,A1002,서울,05:23:28,1,1
1065006502,A2001,인천공항2터미널,05:25:03,1,2
1065006510,A1002,서울,05:23:28,1,1
1065006502,A2001,인천공항2터미널,05:25:03,1,2
1065006508,A2371,인천공항2터미널,05:26:02,1,2
1065006509,A1002,서울,05:25:34,1,1
1065006510,A2002,서울,05:25:49,1,1
1065006502,A2001,인천공항2터미널,05:25:03,1,2
1065006508,A2371,인천공항2터미널,05:26:02,1,2
1065006509,A1002,서울,05:25:34,1,1
1065006510,A2002,서울,05:25:49,1,1
1065006508,A2371,인천공항2터미널,05:26:02,1,2
1065006509,A1002,서울,05:25:34,1,1
1065006510,A2002,서울,05:25:49,1,1
1065006503,A2001,인천공항2터미널,05:28:25,1,2
1065006508,A2371,인천공항2터미널,05:26:02,1,2
1065006508,A1002,서울,05:28:41,1,1
1065006510,A2002,서울,05:25:49,1,1
1065006503,A2001,인천공항2터미널,05:28:25,1,2
1065006508,A1002,서울,05:28:41,1,1
1065006509,A2002,서울,05:28:58,1,1
1065006503,A2001,인천공항2터미널,05:28:25,1,2
1065006504,A3332,서울,05:30:34,1,1
1065006507,A3002,서울,05:30:37,1,1
1065006508,A1002,서울,05:28:41,1,1
1065006509,A2002,서울,05:28:58,1,1
1065006503,A2001,인천공항2터미널,05:28:25,1,2
1065006504,A3332,서울,05:30:34,1,1
1065006507,A3002,서울,05:30:37,1,1
1065006509,A2002,서울,05:28:58,1,1
1065006510,A2004,서울,05:31:50,1,1
1065006504,A2001,인천공항2터미널,05:32:27,1,2
1065006504,A3332,서울,05:30:34,1,1
1065006507,A3002,서울,05:30:37,1,1
1065006510,A2004,서울,05:31:50,1,1
1065006504,A2001,인천공항2터미널,05:32:27,1,2
1065006507,A3002,서울,05:30:37,1,1
1065006508,A2002,서울,05:33:26,1,1
1065006510,A2004,서울,05:31:50,1,1
1065006504,A2001,인천공항2터미널,05:32:27,1,2
1065006504,A3332,서울,05:30:34,1,1
1065006507,A3002,서울,05:30:37,1,1
