1065006502,A2202,서울,23:58:25,1,1
1065006503,A3291,검암,23:56:36,1,2
1065006505,A2204,서울,23:58:18,1,1
1065006506,A2203,인천공항2터미널,23:55:28,1,2
1065006510,A2352,디지털미디어시티,23:57:57,1,1
1065006510,A2197,인천공항2터미널,23:56:32,1,2
1065006502,A2202,서울,23:58:25,1,1
1065006503,A3291,검암,23:56:36,1,2
1065006505,A2204,서울,23:58:18,1,1
1065006510,A2352,디지털미디어시티,23:57:57,1,1
1065006510,A2197,인천공항2터미널,23:56:32,1,2
1065006502,A2202,서울,23:58:25,1,1
1065006505,A2204,서울,23:58:18,1,1
1065006510,A2352,디지털미디어시티,23:57:57,1,1
1065006507,A2371,인천공항2터미널,05:08:46,2,2
1065006507,A2371,인천공항2터미널,05:08:46,2,2
1065006507,A2371,인천공항2터미널,05:08:46,2,2
1065006507,A2371,인천공항2터미널,05:08:46,2,2
1065006507,A2371,인천공항2터미널,05:08:46,2,2
1065006507,A2371,인천공항2터미널,05:08:46,2,2
1065065071,A2371,인천공항2터미널,05:13:51,2,2
1065065071,A2371,인천공항2터미널,05:13:51,2,2
1065065071,A2371,인천공항2터미널,05:13:51,2,2
1065065071,A2371,인천공항2터미널,05:13:51,2,2
1065065071,A2371,인천공항2터미널,05:13:51,2,2
1065065071,A2371,인천공항2터미널,05:13:51,2,2
1065065071,A2371,인천공항2터미널,05:13:51,2,2
1065065071,A2371,인천공항2터미널,05:13:51,2,2
1065006501,A2001,인천공항2터미널,05:20:43,2,2
1065006501,A2001,인천공항2터미널,05:20:43,2,2
1065006501,A2001,인천공항2터미널,05:20:43,2,2
1065006501,A2001,인천공항2터미널,05:20:43,2,2
1065006510,A1002,서울,05:23:38,2,1
1065006501,A2001,인천공항2터미널,05:20:43,2,2
1065006510,A1002,서울,05:23:38,2,1
1065006502,A2001,인천공항2터미널,05:25:18,2,2
1065006509,A1002,서울,05:25:43,2,1
1065006510,A2002,서울,05:25:56,2,1
1065006502,A2001,인천공항2터미널,05:25:18,2,2
1065006508,A2371,인천공항2터미널,05:26:47,2,2
1065006509,A1002,서울,05:25:43,2,1
1065006510,A2002,서울,05:25:56,2,1
1065006502,A2001,인천공항2터미널,05:25:18,2,2
1065006508,A2371,인천공항2터미널,05:26:47,2,2
1065006509,A1002,서울,05:25:43,2,1
1065006510,A2002,서울,05:25:56,2,1
1065006502,A2001,인천공항2터미널,05:25:18,2,2
1065006508,A2371,인천공항2터미널,05:26:47,2,2
1065006509,A1002,서울,05:25:43,2,1
1065006503,A2001,인천공항2터미널,05:28:51,2,2
1065006508,A2371,인천공항2터미널,05:26:47,2,2
1065006508,A1002,서울,05:28:49,2,1
1065006509,A2002,서울,05:29:10,2,1
1065006503,A2001,인천공항2터미널,05:28:51,2,2
1065006508,A1002,서울,05:28:49,2,1
1065006509,A2002,서울,05:29:10,2,1
1065006503,A2001,인천공항2터미널,05:28:51,2,2
1065006504,A3332,서울,05:30:52,2,1
1065006507,A3002,서울,05:30:33,2,1
1065006508,A2371,인천공항2터미널,05:26:47,2,2
1065006509,A2002,서울,05:29:10,2,1
1065006503,A2001,인천공항2터미널,05:28:51,2,2
1065006504,A3332,서울,05:30:52,2,1
1065006507,A3002,서울,05:30:33,2,1
1065006509,A2002,서울,05:29:10,2,1
1065006510,A2004,서울,05:32:18,2,1
1065006504,A2001,인천공항2터미널,05:33:01,2,2
1065006504,A3332,서울,05:30:52,2,1
1065006507,A3002,서울,05:30:33,2,1
1065006508,A2002,서울,05:33:24,2,1
1065006510,A2004,서울,05:32:18,2,1
1065006504,A2001,인천공항2터미널,05:33:01,2,2
1065006504,A3332,서울,05:30:52,2,1
1065006507,A3002,서울,05:30:33,2,1
1065006508,A2002,서울,05:33:24,2,1
1065006510,A2004,서울,05:32:18,2,1
1065006503,A3332,서울,05:35:16,2,1
1065006504,A2001,인천공항2터미널,05:33:01,2,2
1065006508,A2002,서울,05:33:24,2,1
1065006509,A2004,서울,05:35:25,2,1
1065006503,A3332,서울,05:35:16,2,1
1065006504,A2001,인천공항2터미널,05:33:01,2,2
1065006508,A2002,서울,05:33:24,2,1
1065006509,A2004,서울,05:35:25,2,1
1065006510,A2371,인천공항2터미널,05:35:31,2,2
1065006504,A2001,인천공항2터미널,05:33:01,2,2
1065006506,A3002,서울,05:37:04,2,1
1065006508,A2002,서울,05:33:24,2,1
1065006509,A2004,서울,05:35:25,2,1
1065006510,A2371,인천공항2터미널,05:35:31,2,2
1065006503,A3332,서울,05:35:16,2,1
1065006506,A3002,서울,05:37:04,2,1
1065006509,A2004,서울,05:35:25,2,1
1065006510,A2371,인천공항2터미널,05:35:31,2,2
1065006503,A3332,서울,05:35:16,2,1
1065006506,A3002,서울,05:37:04,2,1
1065006508,A2004,서울,05:39:51,2,1
1065006510,A2006,서울,05:38:53,2,1
1065006510,A2371,인천공항2터미널,05:35:31,2,2
1065065071,A1002,서울,05:38:28,2,1
1065006501,A2003,인천공항2터미널,05:40:38,2,2
1065006506,A3002,서울,05:37:04,2,1
1065006508,A2004,서울,05:39:51,2,1
1065006510,A2006,서울,05:38:53,2,1
1065065071,A1002,서울,05:38:28,2,1
1065006501,A2003,인천공항2터미널,05:40:38,2,2
1065006508,A2004,서울,05:39:51,2,1
