400,광운대,20821
402,청량리,22287
404,광운대,23111
7004,영등포,23558
600,청량리,23779
406,광운대,24279
408,광운대,24966
602,청량리,25632
410,광운대,26205
604,청량리,26861
412,광운대,27263
414,청량리,27773
606,청량리,28291
7006,영등포,28596
416,광운대,28957
608,청량리,29496
7008,영등포,29745
418,광운대,29952
420,광운대,30483
610,청량리,31031
422,광운대,31612
612,청량리,32120
424,광운대,32464
614,청량리,32990
7010,영등포,33588
426,동묘앞,33793
1908,용산,33968
616,청량리,34284
428,광운대,34576
618,청량리,34915
430,광운대,35426
620,청량리,35973
432,동묘앞,36385
7012,영등포,36821
622,청량리,37088
434,광운대,37598
624,청량리,38155
436,동묘앞,38914
628,청량리,39394
7016,영등포,39968
438,구로,40216
630,청량리,40459
1910,용산,40718
440,광운대,41114
632,청량리,41601
442,광운대,42254
1912,용산,42459
7018,영등포,42802
634,청량리,43058
444,광운대,43555
636,청량리,44300
446,광운대,44746
638,청량리,45305
1952,용산,45709
448,광운대,45869
640,청량리,46562
7022,영등포,47061
450,광운대,47208
642,청량리,47827
1914,용산,48039
452,광운대,48407
644,청량리,48986
454,광운대,49438
7026,영등포,49849
646,청량리,50215
456,광운대,50579
1916,용산,50872
648,청량리,51362
458,광운대,51907
650,청량리,52605
460,광운대,53161
652,청량리,53811
7030,영등포,54209
462,광운대,54452
654,청량리,54981
464,광운대,55455
1918,용산,55670
656,청량리,56355
7034,영등포,56293
466,광운대,56730
658,청량리,57580
468,동묘앞,58082
660,청량리,58544
470,광운대,59053
1920,용산,59524
662,청량리,59849
7036,영등포,60187
472,광운대,60432
664,청량리,61077
474,광운대,61495
7038,영등포,61986
666,청량리,62196
1954,용산,62496
476,광운대,62653
668,청량리,63107
478,광운대,63591
670,청량리,64196
480,광운대,64576
672,청량리,64997
1922,용산,65353
482,광운대,65643
674,청량리,66003
7042,영등포,66245
484,광운대,66493
676,청량리,66926
486,광운대,67281
1924,용산,67455
678,청량리,67942
7044,영등포,68243
488,광운대,68534
680,청량리,68756
7046,영등포,69220
490,광운대,69497
682,청량리,69715
492,광운대,70009
1926,용산,70404
684,청량리,71016
494,광운대,71494
686,청량리,71756
496,광운대,72097
688,청량리,72556
498,광운대,73058
7048,영등포,72949
690,청량리,73718
500,광운대,74012
692,청량리,74731
502,광운대,75186
7050,영등포,75242
694,청량리,75826
1928,용산,76028
504,광운대,76572
696,청량리,77206
7052,영등포,77327
506,광운대,77646
698,청량리,78168
508,광운대,78544
700,청량리,79367
1930,용산,79017
510,광운대,80079
702,청량리,80546
512,광운대,81168
704,청량리,82050
514,광운대,82396
7056,영등포,83053
516,광운대,83365
708,구로,84062
518,동묘앞,84708
710,구로,85311
712,구로,87197
442,동묘앞,42174
0400,광운대,20810
0402,청량리,22294
0404,광운대,23122
0600,청량리,23788
0406,광운대,24256
0408,광운대,24917
0602,청량리,25565
0410,광운대,26199
0604,청량리,26753
0412,광운대,27281
0414,청량리,27705
0606,청량리,28300
0416,광운대,28939
0608,청량리,29577
0418,광운대,29969
0420,광운대,30483
0610,청량리,31005
0422,광운대,31581
0612,청량리,32036
0424,광운대,32419
0614,청량리,32957
0426,동묘앞,33474
0616,청량리,34123
0428,광운대,34528
0618,청량리,34976
0430,광운대,35393
0620,청량리,35919
0432,동묘앞,36404
0622,청량리,37044
0434,광운대,37556
0624,청량리,38196
0436,동묘앞,38842
0628,청량리,39471
0438,구로,40151
0630,청량리,40481
0440,광운대,41189
0632,청량리,41787
0442,광운대,42168
0634,청량리,42940
0444,광운대,43484
0636,청량리,44252
0446,광운대,45117
0638,청량리,45518
0448,광운대,46579
0640,청량리,46965
0450,광운대,47535
0642,청량리,47771
0452,광운대,48357
0644,청량리,48934
0454,광운대,49475
0646,청량리,50158
0456,광운대,50580
0648,청량리,51293
0458,광운대,51932
0650,청량리,52581
0460,광운대,53173
0652,청량리,53762
0462,광운대,54437
0654,청량리,54939
0464,광운대,55452
0656,청량리,56026
0466,광운대,56741
0658,청량리,57479
0468,동묘앞,58183
0660,청량리,58586
0470,광운대,59046
0662,청량리,60323
0472,광운대,60557
0664,청량리,61102
0474,광운대,61449
0666,청량리,62200
0476,광운대,62575
0668,청량리,63233
0478,광운대,63515
0670,청량리,64555
0480,광운대,64865
0672,청량리,65165
0482,광운대,65715
0674,청량리,65972
0484,광운대,66421
0676,청량리,66847
0486,광운대,67216
0678,청량리,67782
0488,광운대,68312
0680,청량리,68656
0490,광운대,69337
0682,청량리,69586
0492,광운대,69958
0684,청량리,70747
0494,광운대,71164
0686,청량리,71549
0496,광운대,71985
0688,청량리,72551
0498,광운대,73040
0690,청량리,73569
0500,광운대,73986
0692,청량리,74737
0502,광운대,75050
0694,청량리,75679
0504,광운대,76496
0696,청량리,76973
0506,광운대,77557
0698,청량리,78200
0508,광운대,78558
0700,청량리,79324
0510,광운대,79994
0702,청량리,80678
0512,광운대,81043
0704,청량리,81809
0514,광운대,82304
0516,광운대,83320
0708,구로,84203
0518,동묘앞,84675
0710,구로,85701
0712,구로,698
