3341,오금,70659
3345,오금,71212
3347,오금,71587
3351,오금,72179
3353,오금,72550
3357,오금,73167
3361,오금,73770
3363,오금,74176
3367,오금,74961
3371,오금,75686
3373,수서,76042
3375,오금,76476
3379,오금,77179
3381,오금,77596
3383,오금,78026
3385,오금,78509
3389,오금,79230
3391,수서,79750
3393,오금,80288
3397,오금,81341
3399,삼송,81635
3403,오금,82349
3405,삼송,82781
3409,오금,83435
3411,수서,84010
3415,수서,85058
3421,삼송,65289
3423,약수,65916
3425,삼송,66594
3427,삼송,67223
3429,삼송,67891
3009,오금,19915
3013,오금,20842
3017,오금,21590
3019,오금,21963
3023,오금,22649
3025,오금,23017
3029,오금,23696
3033,오금,24296
3037,오금,24829
3041,오금,25297
3047,수서,25867
3051,오금,26308
3053,수서,26555
3057,오금,26996
3061,수서,27411
3065,오금,27811
3069,오금,28221
3071,오금,28419
3075,오금,28840
3079,오금,29274
3081,오금,29487
3083,오금,29664
3087,오금,30083
3089,오금,30315
3093,오금,30810
3097,오금,31280
3099,삼송,31530
3103,오금,31762
3107,오금,32246
3111,삼송,32598
3113,오금,32855
3117,오금,33446
3119,오금,33776
3121,오금,34121
3123,오금,34465
3127,오금,35119
3129,오금,35515
3131,오금,35946
3135,수서,36748
3137,오금,37160
3139,삼송,37465
3143,오금,37818
3145,오금,38209
3149,수서,38916
3151,오금,39347
3155,오금,40047
3157,삼송,40430
3161,오금,40823
3163,오금,41197
3165,오금,41635
3169,오금,42330
3171,오금,42757
3175,오금,43582
3177,오금,44043
3181,오금,44842
3183,오금,45259
3187,오금,45819
3189,오금,46346
3193,오금,46965
3195,오금,47491
3197,오금,47977
3201,오금,48501
3205,오금,49379
3207,오금,49840
3211,오금,50558
3213,오금,50954
3217,오금,51718
3219,오금,52154
3223,오금,52937
3225,오금,53363
3229,오금,54162
3231,오금,54614
3235,오금,55168
3237,오금,55746
3241,오금,56337
3243,오금,56856
3247,오금,57357
3249,오금,57855
3253,오금,58776
3257,오금,59460
3261,오금,60000
3263,오금,60267
3267,오금,60754
3271,오금,61223
3275,오금,61737
3279,오금,62238
3283,오금,62784
3285,오금,63029
3289,오금,63605
3293,오금,64078
3297,오금,64650
3301,오금,65100
3305,오금,65573
3309,오금,66043
3313,수서,66556
3317,오금,67035
3319,오금,67364
3323,오금,67965
3327,수서,68651
3329,오금,68891
3333,오금,69473
3337,오금,70054
