A1002,서울,19423
A2002,서울,19552
A2004,서울,19931
A2006,서울,20312
A2008,서울,20688
A2010,서울,21062
A1004,서울,21519
A2012,서울,21645
A2014,서울,22113
A2016,서울,22622
A2018,서울,23078
A2020,서울,23431
A2022,서울,23680
A1006,서울,23921
A2024,서울,24199
A2026,서울,24596
A2028,서울,25003
A2030,서울,25777
A1008,서울,26911
A2034,서울,27101
A2036,서울,27805
A2038,서울,28503
A2040,서울,29072
A1010,서울,29321
A2042,서울,29632
A2044,서울,30341
A2046,서울,30905
A1012,서울,31716
A2048,서울,31847
A2050,서울,32552
A2052,서울,33304
A2054,서울,33847
A1014,서울,34120
A2056,서울,34714
A2058,서울,35283
A2060,서울,36073
A1016,서울,36517
A2062,서울,36940
A2064,서울,37774
A2066,서울,38446
A1018,서울,38926
A2068,서울,39066
A2070,서울,39573
A2072,서울,40115
A2074,서울,40831
A1020,서울,41325
A2076,서울,41618
A2078,서울,42102
A2080,서울,42848
A2082,서울,43471
A1022,서울,43720
A2084,서울,44111
A2086,서울,44679
A2088,서울,45451
A1024,서울,46120
A2090,서울,46295
A2092,서울,47197
A2094,서울,48043
A1026,서울,48523
A2096,서울,48657
A2098,서울,49238
A2100,서울,50087
A2102,서울,50681
A1028,서울,50920
A2104,서울,51276
A2106,서울,52000
A2108,서울,52450
A2110,서울,53079
A1030,서울,53329
A2112,서울,53616
A2114,서울,54316
A2116,서울,54904
A2118,서울,55431
A1032,서울,55721
A2120,서울,55961
A2122,서울,56798
A2124,서울,57641
A1034,서울,58117
A2126,서울,58414
A2128,서울,58868
A2130,서울,59642
A2132,서울,60275
A1036,서울,60528
A2134,서울,60821
A2136,서울,61233
A2138,서울,61923
A2140,서울,62437
A1038,서울,62926
A2142,서울,63147
A2144,서울,63578
A2146,서울,64277
A2148,서울,64873
A1040,서울,65325
A2150,서울,65578
A2152,서울,66037
A2154,서울,66769
A2156,서울,67264
A1042,서울,67722
A2158,서울,68076
A2160,서울,68849
A2162,서울,69632
A1044,서울,70117
A2164,서울,70370
A2166,서울,70833
A2168,서울,71617
A2170,서울,72030
A2222,서울,72287
A1046,서울,72524
A2172,서울,72774
A2174,서울,73348
A2176,서울,73954
A2178,서울,74676
A2180,서울,75235
A1048,서울,75517
A2182,서울,75940
A2184,서울,76665
A2186,서울,77338
A2188,서울,78049
A1050,서울,78517
A2190,서울,78669
A2192,서울,79295
A2194,서울,79964
A2196,서울,80656
A2198,서울,81314
A1052,서울,82114
A2200,서울,82242
A2202,서울,82961
A2204,서울,84022
A2206,서울,85201
A2352,디지털미디어시티,86278
