A3002,서울,20623
A1002,서울,21035
A3004,서울,21310
A2002,서울,21802
A2004,서울,22187
A2006,서울,22566
A2008,서울,22944
A1004,서울,23112
A2010,서울,23404
A2012,서울,23891
A2014,서울,24373
A3006,서울,24633
A2016,서울,24884
A2018,서울,25323
A1006,서울,25506
A2020,서울,25769
A2022,서울,26015
A2024,서울,26440
A2026,서울,26870
A2028,서울,27250
A3008,서울,27647
A2030,서울,28055
A3010,서울,28385
A1008,서울,28451
A3012,서울,29051
A2034,서울,29355
A3014,서울,29699
A2036,서울,30043
A3016,서울,30404
A2038,서울,30777
A1010,서울,30901
A3018,서울,31180
A2040,서울,31455
A2042,서울,31886
A3020,서울,32195
A2044,서울,32606
A2046,서울,33172
A1012,서울,33258
A2048,서울,34108
A3024,서울,34451
A2050,서울,34820
A3026,서울,35190
A2052,서울,35561
A1014,서울,35676
A2054,서울,36203
A3028,서울,36572
A2056,서울,36991
A2058,서울,37555
A3030,서울,37939
A1016,서울,38112
A2060,서울,38409
A2062,서울,39219
A3034,서울,39635
A2064,서울,40043
A3036,서울,40355
A1018,서울,40483
A2066,서울,40777
A2068,서울,41320
A2070,서울,41854
A2072,서울,42383
A3038,서울,42728
A1020,서울,42883
A2074,서울,43168
A2076,서울,43890
A2078,서울,44360
A3042,서울,44747
A2080,서울,45111
A1022,서울,45299
A3044,서울,45594
A2082,서울,45823
A2084,서울,46373
A2086,서울,46933
A3046,서울,47314
A2088,서울,47727
A1024,서울,47774
A2090,서울,48583
A3050,서울,48996
A2092,서울,49470
A3052,서울,49925
A1026,서울,50085
A2094,서울,50389
A2096,서울,50906
A2098,서울,51499
A3054,서울,51906
A2100,서울,52353
A1028,서울,52515
A2102,서울,53059
A2104,서울,53537
A3058,서울,53881
A2106,서울,54279
A2108,서울,54727
A1030,서울,54912
A3060,서울,55199
A2110,서울,55441
A2112,서울,55888
A3062,서울,56204
A2114,서울,56576
A2116,서울,57172
A1032,서울,57269
A2118,서울,57811
A2120,서울,58230
A3066,서울,58655
A2122,서울,59074
A3068,서울,59495
A1034,서울,59682
A2124,서울,59971
A3070,서울,60305
A2126,서울,60685
A2128,서울,61136
A2130,서울,61922
A1036,서울,62106
A3074,서울,62374
A2132,서울,62620
A2134,서울,63077
A2136,서울,63502
A3076,서울,63810
A2138,서울,64197
A1038,서울,64482
A2140,서울,64774
A3078,서울,65045
A2142,서울,65417
A2144,서울,65851
A2146,서울,66537
A3082,서울,66837
A1040,서울,66913
A2148,서울,67204
A3084,서울,67519
A2150,서울,67824
A2152,서울,68300
A3086,서울,68613
A2154,서울,69012
A1042,서울,69311
A2156,서울,69601
A3088,서울,69908
A2158,서울,70339
A2160,서울,71132
A3092,서울,71529
A1044,서울,71682
A2162,서울,71968
A3094,서울,72299
A2164,서울,72620
A2166,서울,73087
A3096,서울,73474
A2168,서울,73881
A1046,서울,74111
A2170,서울,74375
A2222,서울,74687
A2172,서울,75011
A2174,서울,75639
A2176,서울,76226
A3100,서울,76564
A2178,서울,76935
A1048,서울,77061
A2180,서울,77573
A3102,서울,77852
A2182,서울,78208
A3104,서울,78541
A2184,서울,78938
A2186,서울,79627
A1050,서울,80087
A2188,서울,80383
A2190,서울,80928
A2192,서울,81551
A2194,서울,82228
A2196,서울,82916
A2198,서울,83578
A1052,서울,83666
A2200,서울,84473
A2202,서울,85217
A2204,서울,86292
