6428,성수,70499
2430,성수,70726
8434,성수,71181
6436,성수,71376
2440,성수,71513
7442,성수,71783
6444,성수,71943
3446,성수,72105
4448,신도림,72295
7450,성수,72463
6452,성수,72704
3454,성수,72814
3456,성수,73249
4458,신도림,73494
2460,성수,73612
8462,성수,73798
2464,성수,74128
4466,신도림,74304
3468,성수,74464
4472,신도림,75158
2476,성수,75567
8478,성수,75735
2480,성수,76083
6482,성수,76269
8484,성수,76507
2486,성수,76819
7488,성수,77093
3490,성수,77483
7492,성수,77811
3494,성수,78226
2502,성수,79516
3504,성수,79793
8506,성수,80165
2508,성수,80562
8512,성수,81064
4514,신도림,81446
8516,성수,81871
7520,성수,82480
6522,성수,82889
7524,성수,83284
6526,성수,83698
6528,성수,83985
4530,신도림,84307
8532,성수,84534
6536,성수,85180
8538,성수,85539
4540,신도림,85882
8544,홍대입구,65627
7546,신도림,66297
7548,서울대입구,67103
8550,삼성,68304
3022,성수,20669
3026,성수,21275
3028,성수,21675
3030,성수,22103
3032,성수,22312
2038,성수,23037
2044,성수,23811
3048,성수,24253
2052,성수,24649
3054,성수,24879
3056,성수,25053
2060,성수,25406
2064,성수,25804
3066,성수,26051
3068,성수,26248
2070,성수,26456
3072,성수,26697
2074,성수,26961
3076,성수,27136
3078,성수,27405
3080,성수,27559
3082,성수,27829
2084,성수,27944
2086,성수,28156
2090,성수,28568
2092,성수,28757
2094,성수,28945
2098,성수,29355
3100,성수,29556
6102,성수,29737
2104,성수,29919
2106,성수,30141
6110,성수,30661
2112,성수,30705
2114,성수,30995
3116,성수,31220
6120,성수,31647
3122,성수,31834
3126,성수,32335
2128,성수,32568
6130,성수,32762
3132,성수,33003
3134,성수,33172
2138,성수,33508
2140,성수,33744
4144,신도림,34125
2146,성수,34298
3154,성수,35092
4160,신도림,35645
3162,성수,35856
2164,성수,36241
4166,신도림,36485
3168,성수,36652
3172,성수,37260
2174,성수,37521
3176,성수,37794
3180,성수,38376
2184,성수,38966
4186,신도림,39166
3188,성수,39356
2190,성수,39706
3194,성수,40096
3196,성수,40480
3200,성수,41253
2202,성수,41626
3204,성수,41994
2206,성수,42273
2210,성수,42889
3212,성수,43242
3218,성수,44064
2220,성수,44374
3222,성수,44760
2224,성수,45095
3226,성수,45465
3228,성수,45817
3232,성수,46550
3236,성수,47272
3240,성수,47939
2242,성수,48236
3244,성수,48633
3248,성수,49056
3250,성수,49455
2252,성수,49772
3254,성수,50181
2256,성수,50489
3258,성수,50849
3260,성수,51202
2262,성수,51592
3264,성수,51944
2266,성수,52301
3268,성수,52672
2270,성수,53052
3272,성수,53319
3276,성수,54014
3282,성수,54872
2284,성수,55169
3286,성수,55540
2288,성수,55909
3290,성수,56260
3292,성수,56631
3298,성수,57365
2300,성수,57709
2306,성수,58437
3308,성수,58718
2312,성수,59069
3314,성수,59394
2316,성수,59669
3318,성수,59918
3320,성수,60295
3326,성수,60958
2328,성수,61309
3332,성수,61712
2340,성수,62382
8344,성수,62757
3346,성수,62907
2348,성수,63110
2350,성수,63295
3352,성수,63487
8354,성수,63665
4416,신도림,68665
2362,성수,64303
3360,성수,64141
8366,성수,64701
3368,성수,64874
2370,성수,65090
3372,성수,65348
3376,성수,65750
2380,성수,65969
7382,성수,66182
3386,성수,66561
3384,성수,66442
7390,성수,66996
3392,성수,67230
3394,성수,67391
6396,성수,67698
3398,성수,67751
2400,성수,68006
2402,성수,68146
8404,성수,68332
6406,성수,68489
2408,성수,68669
3412,성수,69006
8414,성수,69223
2418,성수,69553
6420,성수,69809
2424,성수,70165
8426,성수,70361
3432,성수,70954
8470,성수,74737
2474,성수,75150
3496,성수,78483
8500,성수,79162
4510,신도림,80795
4518,신도림,82207
4534,신도림,84837
8542,을지로입구,62926
2036,성수,22726
2042,성수,23461
3062,성수,25654
3088,성수,28355
3108,성수,30373
2118,성수,31407
2124,성수,32064
6136,성수,33407
3142,성수,33941
2148,성수,34497
3150,성수,34696
4152,신도림,34867
2158,성수,35475
2170,성수,36878
4178,신도림,38059
4192,신도림,39922
2198,성수,40870
3208,성수,42598
9902,성수,47510
3216,성수,43688
2234,성수,46954
2238,성수,47629
9904,성수,48561
2274,성수,53652
9906,성수,53973
3280,성수,54501
2296,성수,56996
3304,성수,58076
2322,성수,60574
3336,성수,62040
2356,성수,63906
2364,성수,64509
2388,성수,66810
2410,성수,68849
2422,성수,69950
3046,성수,24072
3096,성수,29171
3182,성수,38592
2230,성수,46218
2498,성수,78813
8374,성수,65561
3052,성수,24651
9908,신도림,54634
