A2001,인천공항2터미널,19993
A2003,인천공항2터미널,21149
A3001,검암,21757
A2005,인천공항2터미널,22334
A1001,인천공항2터미널,22699
A2007,인천공항2터미널,23192
A2009,인천공항2터미널,23971
A2011,인천공항2터미널,24652
A3003,검암,25164
A1003,인천공항2터미널,25098
A2013,인천공항2터미널,25440
A3005,검암,25795
A2015,인천공항2터미널,26122
A3007,검암,26459
A2017,인천공항2터미널,26766
A3009,검암,27163
A1005,인천공항2터미널,27498
A2019,인천공항2터미널,27564
A3011,검암,27931
A2021,인천공항2터미널,28274
A3013,검암,28589
A2023,인천공항2터미널,28920
A2025,인천공항2터미널,29338
A3015,검암,29658
A2027,인천공항2터미널,30086
A1007,인천공항2터미널,30006
A2029,인천공항2터미널,30515
A2031,인천공항2터미널,31231
A3019,검암,31587
A2033,인천공항2터미널,31910
A1009,인천공항2터미널,32301
A3021,검암,32370
A2035,인천공항2터미널,32674
A2037,인천공항2터미널,33040
A3023,검암,33387
A2039,인천공항2터미널,33721
A2041,인천공항2터미널,34181
A1011,인천공항2터미널,34700
A2043,인천공항2터미널,34777
A3025,검암,35163
A2045,인천공항2터미널,35512
A2047,인천공항2터미널,35944
A2049,인천공항2터미널,36710
A1013,인천공항2터미널,37098
A3029,검암,37166
A2051,인천공항2터미널,37445
A3031,검암,37737
A2053,인천공항2터미널,38055
A2055,인천공항2터미널,38614
A2057,인천공항2터미널,39089
A1015,인천공항2터미널,39498
A3033,검암,39570
A2059,인천공항2터미널,40007
A2061,인천공항2터미널,40506
A2063,인천공항2터미널,41360
A1017,인천공항2터미널,41898
A2065,인천공항2터미널,41963
A3037,검암,42272
A2067,인천공항2터미널,42662
A3039,검암,43056
A2069,인천공항2터미널,43419
A2071,인천공항2터미널,43892
A1019,인천공항2터미널,44319
A2073,인천공항2터미널,44396
A3041,검암,44863
A2075,인천공항2터미널,45210
A2077,인천공항2터미널,45912
A3045,검암,46334
A1021,인천공항2터미널,46750
A2079,인천공항2터미널,46829
A3047,검암,47249
A2081,인천공항2터미널,47644
A2083,인천공항2터미널,48161
A2085,인천공항2터미널,48701
A1023,인천공항2터미널,49106
A3049,검암,49177
A2087,인천공항2터미널,49532
A2089,인천공항2터미널,50263
A2091,인천공항2터미널,50718
A3053,검암,51116
A1025,인천공항2터미널,51521
A2093,인천공항2터미널,51597
A3055,검암,52060
A2095,인천공항2터미널,52481
A3057,검암,52914
A2097,인천공항2터미널,53354
A1027,인천공항2터미널,53946
A2099,인천공항2터미널,54011
A2101,인천공항2터미널,54807
A2103,인천공항2터미널,55325
A3061,검암,55612
A2105,인천공항2터미널,55922
A1029,인천공항2터미널,56331
A2107,인천공항2터미널,56404
A3063,검암,56793
A2109,인천공항2터미널,57180
A3065,검암,57606
A2111,인천공항2터미널,57881
A2113,인천공항2터미널,58296
A1031,인천공항2터미널,58702
A2115,인천공항2터미널,59111
A2117,인천공항2터미널,59517
A3069,검암,59854
A2119,인천공항2터미널,60240
A2121,인천공항2터미널,60749
A1033,인천공항2터미널,61143
A3071,검암,61226
A2123,인천공항2터미널,61520
A2125,인천공항2터미널,61997
A3073,검암,62412
A2127,인천공항2터미널,62716
A2129,인천공항2터미널,63133
A1035,인천공항2터미널,63513
A2131,인천공항2터미널,64034
A3077,검암,64388
A2133,인천공항2터미널,64781
A3079,검암,65042
A2135,인천공항2터미널,65503
A1037,인천공항2터미널,65917
A3081,검암,65987
A2137,인천공항2터미널,66342
A2139,인천공항2터미널,66779
A3083,검암,67191
A2141,인천공항2터미널,67484
A2143,인천공항2터미널,67906
A1039,인천공항2터미널,68294
A2145,인천공항2터미널,68671
A3087,검암,68963
A2147,인천공항2터미널,69349
A3089,검암,69632
A2149,인천공항2터미널,69918
A2151,인천공항2터미널,70325
A1041,인천공항2터미널,70720
A3091,검암,70782
A2153,인천공항2터미널,71048
A2155,인천공항2터미널,71493
A2157,인천공항2터미널,72311
A2159,인천공항2터미널,72750
A2161,인천공항2터미널,73445
A3095,검암,73703
A2163,인천공항2터미널,74011
A2165,인천공항2터미널,74428
A3097,검암,74768
A2167,인천공항2터미널,75125
A1045,인천공항2터미널,75494
A3099,검암,75561
A2169,인천공항2터미널,75922
A2171,인천공항2터미널,76387
A2173,인천공항2터미널,76833
A2175,인천공항2터미널,77352
A1049,인천공항2터미널,80304
A2187,인천공항2터미널,80370
A3101,검암,80681
A2189,인천공항2터미널,80976
A2191,인천공항2터미널,81577
A2193,인천공항2터미널,82160
A1051,인천공항2터미널,82693
A2195,인천공항2터미널,82769
A2197,인천공항2터미널,83280
A2199,인천공항2터미널,83753
A2201,인천공항2터미널,84267
A2203,인천공항2터미널,85125
A2205,인천공항2터미널,85954
A1043,인천공항2터미널,73112
A1047,인천공항2터미널,77893
A2177,인천공항2터미널,77987
A2179,인천공항2터미널,78424
A2181,인천공항2터미널,78865
A2183,인천공항2터미널,79287
A2185,인천공항2터미널,79736
