5167,상일동,70489
5699,마천,70710
5169,상일동,70979
5701,마천,71290
5171,상일동,71609
5703,마천,71843
5173,상일동,72154
5705,마천,72436
5175,상일동,72738
5707,마천,73061
5177,상일동,73456
5709,마천,73842
5711,마천,74534
5181,상일동,74907
5713,마천,75238
5183,상일동,75661
5715,마천,76015
5185,상일동,76316
5717,마천,76653
5187,상일동,77035
5719,마천,77374
5189,상일동,77743
5191,상일동,78471
5723,마천,78837
5193,상일동,79185
5725,마천,79586
5195,상일동,79912
5727,마천,80348
5197,상일동,80733
5729,마천,81201
5199,상일동,81624
5731,마천,81993
5201,상일동,82427
5733,마천,82854
5203,상일동,83266
5735,마천,83681
5205,상일동,84090
5207,상일동,84997
5209,상일동,85965
5741,마천,69228
5211,상일동,71384
5743,마천,73528
5213,군자(능동),74011
5215,상일동,74519
5217,군자(능동),75585
5003,상일동,21085
5509,마천,21975
5007,상일동,22860
5515,마천,23285
5009,상일동,23656
5519,마천,24081
5011,상일동,24423
5527,마천,25539
5015,상일동,25869
5531,마천,26228
5017,상일동,26593
5535,마천,26914
5539,마천,27516
5021,상일동,27840
5543,마천,28148
5023,상일동,28440
5545,마천,28713
5025,상일동,28958
5547,마천,29197
5027,상일동,29460
5549,마천,29702
5029,상일동,29907
5551,마천,30089
5031,상일동,30268
5033,상일동,30657
5555,마천,30860
5035,상일동,31039
5037,상일동,31428
5559,마천,31642
5563,마천,32224
5043,상일동,32380
5565,마천,32543
5045,상일동,32638
5567,마천,32860
5047,상일동,32959
5569,마천,33163
5049,상일동,33332
5571,마천,33417
5051,상일동,33623
5053,상일동,33951
5575,마천,34118
5055,상일동,34252
5577,마천,34501
5057,상일동,34720
5579,마천,34979
5059,상일동,35300
5581,마천,35564
5063,상일동,36493
5585,마천,36753
5587,마천,37438
5067,상일동,37854
5589,마천,38182
5069,상일동,38523
5591,마천,38907
5071,상일동,39277
5593,마천,39613
5073,상일동,39952
5595,마천,40302
5075,상일동,40659
5597,마천,40995
5077,상일동,41371
5599,마천,41753
5079,상일동,42084
5601,마천,42530
5603,마천,43189
5605,마천,43909
5085,상일동,44255
5607,마천,44629
5087,상일동,44985
5611,마천,46083
5613,마천,46791
5093,상일동,47140
5615,마천,47532
5095,상일동,47894
5617,마천,48212
5097,상일동,48573
5619,마천,48967
5099,상일동,49332
5621,마천,49657
5101,상일동,50051
5623,마천,50402
5103,상일동,50752
5105,상일동,51474
5627,마천,51826
5629,마천,52569
5109,상일동,52895
5111,상일동,53622
5633,마천,53987
5113,상일동,54339
5635,마천,54705
5117,상일동,55811
5639,마천,56154
5119,상일동,56542
5641,마천,56919
5121,상일동,57265
5643,마천,57595
5123,상일동,57922
5645,마천,58283
5125,상일동,58680
5647,마천,59031
5127,상일동,59381
5649,마천,59767
5129,상일동,60135
5651,마천,60479
5131,상일동,60827
5655,마천,61186
5133,상일동,61579
5657,마천,61895
5661,마천,62653
5137,상일동,63021
5665,마천,63368
5139,상일동,63740
5669,마천,64118
5141,상일동,64491
5671,마천,64859
5143,상일동,65240
5145,상일동,65806
5677,마천,66062
5147,상일동,66279
5679,마천,66491
5149,상일동,66713
5681,마천,66952
5151,상일동,67190
5683,마천,67396
5685,마천,67770
5687,마천,68207
5157,상일동,68411
5689,마천,68639
5159,상일동,68855
5691,마천,69035
5693,마천,69425
5163,상일동,69664
5179,상일동,74206
5721,마천,78099
5737,마천,84509
5739,마천,85465
5523,마천,24789
5013,상일동,25156
5019,상일동,27183
5553,마천,30477
5557,마천,31234
5039,상일동,31778
5561,마천,31951
5041,상일동,32115
5061,상일동,35847
5583,마천,36193
5065,상일동,37099
5081,상일동,42872
5083,상일동,43534
5609,마천,45323
5089,상일동,45694
5091,상일동,46408
5625,마천,51109
5631,마천,53235
5115,상일동,55080
5637,마천,55418
5135,상일동,62247
5675,마천,65525
5153,상일동,67596
5161,상일동,69211
5695,마천,69817
5165,상일동,70024
5697,마천,70226
5573,마천,33786
5107,상일동,52201
5155,상일동,67998
