6,강남,664114,13
13,강남,683346,13
14,강남,383246,7
9,강남,611008,12
2,강남,616925,12
20,강남,627900,12
15,강남,633749,12
10,강남,639630,12
3,강남,353417,8
8,강남,599541,11
16,강남,107355,3
1,강남,536084,9
17,강남,518528,8
