10,강남,675766,13
6,강남,683225,13
3,강남,386064,9
13,강남,701727,13
14,강남,393177,7
9,강남,628061,12
2,강남,634015,12
20,강남,644881,12
15,강남,650776,12
16,강남,138292,4
8,강남,615148,11
1,강남,538109,10
17,강남,529859,8
