A2153,인천공항2터미널,844208,12
A2155,인천공항2터미널,778657,11
A3093,검암,784466,11
A2157,인천공항2터미널,715974,10
A2159,인천공항2터미널,792451,11
A1043,인천공항2터미널,798977,11
A2161,인천공항2터미널,800093,11
A3095,검암,729913,10
A2163,인천공항2터미널,806358,11
A2165,인천공항2터미널,810876,11
A3097,검암,814517,11
A2167,인천공항2터미널,818384,11
A3099,검암,822603,11
A1045,인천공항2터미널,825421,11
A2169,인천공항2터미널,826871,11
A2171,인천공항2터미널,832390,11
A2173,인천공항2터미널,837230,11
A2175,인천공항2터미널,842872,11
A2177,인천공항2터미널,848871,11
A1047,인천공항2터미널,851769,11
A2179,인천공항2터미널,854737,11
A2181,인천공항2터미널,859702,11
A2183,인천공항2터미널,864308,11
A2185,인천공항2터미널,869280,11
A2187,인천공항2터미널,875220,11
A1049,인천공항2터미널,878152,11
A3101,검암,879469,11
A2189,인천공항2터미널,882781,11
A2191,인천공항2터미널,889420,11
A2193,인천공항2터미널,895655,11
A2195,인천공항2터미널,901641,11
A1051,인천공항2터미널,904570,11
A2197,인천공항2터미널,908218,11
A2199,인천공항2터미널,913482,11
A2201,인천공항2터미널,919066,11
A2203,인천공항2터미널,928325,11
A2205,인천공항2터미널,937583,11
A3291,검암,942830,11
A2001,인천공항2터미널,192488,10
A2003,인천공항2터미널,204327,10
A3001,검암,210306,10
A2005,인천공항2터미널,216020,10
A1001,인천공항2터미널,222332,10
A2007,인천공항2터미널,224750,10
A2009,인천공항2터미널,232562,10
A2011,인천공항2터미널,239366,10
A3003,검암,243575,10
A1003,인천공항2터미널,246406,10
A2013,인천공항2터미널,247449,10
A3005,검암,250727,10
A2015,인천공항2터미널,254070,10
A3007,검암,257395,10
A2017,인천공항2터미널,260741,10
A3009,검암,264284,10
A2019,인천공항2터미널,267547,10
A1005,인천공항2터미널,270416,10
A3011,검암,272151,10
A2021,인천공항2터미널,275502,10
A3013,검암,278780,10
A2023,인천공항2터미널,281981,10
A2025,인천공항2터미널,286274,10
A3015,검암,289583,10
A2027,인천공항2터미널,293076,10
A1007,인천공항2터미널,294468,10
A2029,인천공항2터미널,297992,10
A3017,검암,301866,10
A2031,인천공항2터미널,305253,10
A3019,검암,308837,10
A2033,인천공항2터미널,312001,10
A2035,인천공항2터미널,319552,10
A2037,인천공항2터미널,323149,10
A3023,검암,326797,10
A2039,인천공항2터미널,329991,10
A2041,인천공항2터미널,334495,10
A2043,인천공항2터미널,339642,10
A1011,인천공항2터미널,342403,10
A3025,검암,344442,10
A2045,인천공항2터미널,348012,10
A2047,인천공항2터미널,352217,10
A3027,검암,356087,10
A2049,인천공항2터미널,359714,10
A3029,검암,363333,10
A1013,인천공항2터미널,366361,10
A2051,인천공항2터미널,367438,10
A3031,검암,370250,10
A2053,인천공항2터미널,373473,10
A2055,인천공항2터미널,378884,10
A2057,인천공항2터미널,383726,10
A3033,검암,387613,10
A1015,인천공항2터미널,390343,10
A2059,인천공항2터미널,392789,10
A2061,인천공항2터미널,397831,10
A3035,검암,401757,10
A2063,인천공항2터미널,406182,10
A2065,인천공항2터미널,411645,10
A1017,인천공항2터미널,414374,10
A3037,검암,415574,10
A2067,인천공항2터미널,419428,10
A3039,검암,423269,10
A2069,인천공항2터미널,426943,10
A2071,인천공항2터미널,431777,10
A2073,인천공항2터미널,435929,10
A1019,인천공항2터미널,438319,10
A3041,검암,440817,10
A2075,인천공항2터미널,444847,10
A3043,검암,449037,10
A2077,인천공항2터미널,452010,10
A3045,검암,456113,10
A2079,인천공항2터미널,460680,10
A1021,인천공항2터미널,462368,10
A3047,검암,465415,10
A2081,인천공항2터미널,469674,10
A2083,인천공항2터미널,474330,10
A2085,인천공항2터미널,479927,10
A3049,검암,483665,10
A1023,인천공항2터미널,486336,10
A2087,인천공항2터미널,488128,10
A3051,검암,491745,10
A2089,인천공항2터미널,495321,10
A2091,인천공항2터미널,499824,10
A3053,검암,504039,10
A2093,인천공항2터미널,507930,10
A1025,인천공항2터미널,459263,9
A3055,검암,513396,10
A2095,인천공항2터미널,517549,10
A3057,검암,521992,10
A2097,인천공항2터미널,526310,10
A2099,인천공항2터미널,532024,10
A1027,인천공항2터미널,534380,10
A3059,검암,536674,10
A2101,인천공항2터미널,541230,10
A2103,인천공항2터미널,545768,10
A3061,검암,548989,10
A2105,인천공항2터미널,497015,9
A2107,인천공항2터미널,500439,9
A1029,인천공항2터미널,502537,9
A3063,검암,504674,9
A2109,인천공항2터미널,565017,10
A3065,검암,569004,10
A2111,인천공항2터미널,571781,10
A2113,인천공항2터미널,575976,10
A3067,검암,579611,10
A1031,인천공항2터미널,582322,10
A2115,인천공항2터미널,583824,10
A2117,인천공항2터미널,587979,10
A3069,검암,591306,10
A2119,인천공항2터미널,594813,10
A2121,인천공항2터미널,600066,10
A3071,검암,604309,10
A1033,인천공항2터미널,606306,10
A2123,인천공항2터미널,607911,10
A2125,인천공항2터미널,612800,10
A3073,검암,616871,10
A2127,인천공항2터미널,619947,10
A2129,인천공항2터미널,623911,10
A3075,검암,628116,10
A1035,인천공항2터미널,630346,10
A2131,인천공항2터미널,632736,10
A3077,검암,637095,10
A2133,인천공항2터미널,640663,10
A3079,검암,643379,10
A2135,인천공항2터미널,647844,10
A3081,검암,652002,10
A1037,인천공항2터미널,654355,10
A2137,인천공항2터미널,656136,10
A2139,인천공항2터미널,660574,10
A3083,검암,664743,10
A2141,인천공항2터미널,667664,10
A2143,인천공항2터미널,671711,10
A3085,검암,675728,10
A1039,인천공항2터미널,678318,10
A2145,인천공항2터미널,679651,10
A3087,검암,682634,10
A2147,인천공항2터미널,685977,10
A3089,검암,689025,10
A2149,인천공항2터미널,691991,10
A2151,인천공항2터미널,696047,10
A3091,검암,699804,10
A1041,인천공항2터미널,702339,10
A3021,검암,284028,9
A1009,인천공항2터미널,286493,9
