1152,용산,773796,11
204,창동,775240,11
1154,구로,778244,11
206,양주,780782,11
1156,용산,783067,11
208,소요산,786303,11
1158,용산,786817,11
1160,구로,790437,11
210,의정부,791211,11
1162,용산,794322,11
212,양주,797107,11
1164,용산,798968,11
214,동두천,802873,11
1166,구로,803503,11
216,양주,808611,11
1168,용산,809752,11
218,구로,812369,11
1170,용산,815697,11
220,소요산,816402,11
1172,용산,819647,11
1174,용산,825559,11
224,동묘앞,823750,11
226,소요산,829228,11
1176,구로,831511,11
228,의정부,834830,11
1178,용산,837025,11
230,구로,839490,11
1180,구로,842697,11
232,동두천,843578,11
1182,용산,850001,11
234,양주,849894,11
1184,구로,854938,11
236,동묘앞,855877,11
1186,용산,859851,11
238,소요산,862433,11
1188,용산,866741,11
240,창동,868747,11
1190,용산,874488,11
242,소요산,875291,11
244,창동,880891,11
1192,용산,883254,11
246,양주,884854,11
248,창동,890290,11
1194,구로,891228,11
250,청량리,896321,11
252,의정부,899334,11
1196,용산,899460,11
1198,구로,906603,11
254,창동,906069,11
256,광운대,913848,11
258,구로,919377,11
1200,부천,921828,11
260,청량리,924227,11
262,구로,931378,11
264,구로,938213,11
266,구로,947441,11
4,동두천,186930,10
1602,동두천,193035,10
1004,용산,200380,10
6,동두천,202706,10
1006,용산,206479,10
8,양주,209150,10
1008,용산,211746,10
10,소요산,214885,10
1010,용산,220136,10
1604,동두천,221839,10
12,동두천,225671,10
1012,용산,226629,10
14,양주,206750,9
1014,용산,233855,10
16,소요산,234545,10
18,양주,237985,10
1016,용산,238540,10
1018,용산,243520,10
20,동두천,243069,10
22,양주,246978,10
1020,용산,250232,10
24,소요산,250554,10
26,의정부,254400,10
1302,용산,256248,10
28,양주,258306,10
1024,용산,259254,10
1026,용산,262688,10
30,의정부,262153,10
32,동두천,267011,10
1028,용산,267454,10
1030,용산,270785,10
34,양주,271009,10
36,소요산,274659,10
1304,용산,275992,10
38,의정부,278153,10
1034,용산,279854,10
40,양주,282618,10
1306,용산,284434,10
42,동묘앞,286834,10
1038,용산,287532,10
1040,용산,290712,10
44,소요산,291640,10
46,광운대,295792,10
1042,용산,295653,10
1044,용산,298767,10
1606,동두천,300636,10
1308,용산,304071,10
50,동묘앞,305585,10
1050,용산,307308,10
52,소요산,309998,10
1052,용산,312536,10
54,양주,315315,10
1054,용산,316492,10
1056,용산,319696,10
56,창동,319041,10
58,구로,322780,10
60,소요산,326120,10
1058,용산,327092,10
62,양주,331328,10
1060,용산,331864,10
64,의정부,335568,10
1062,용산,336112,10
66,창동,338570,10
1064,구로,339769,10
68,소요산,342768,10
1310,용산,346821,10
1608,동두천,348424,10
72,구로,351666,10
1068,구로,351777,10
74,의정부,355156,10
1070,용산,357669,10
76,소요산,361039,10
1072,구로,363129,10
80,양주,366595,10
1312,용산,370084,10
82,의정부,372586,10
1076,구로,377968,10
84,소요산,379299,10
1078,용산,384183,10
86,양주,385084,10
88,소요산,390718,10
1202,용산,393738,10
1610,동두천,396789,10
92,양주,402032,10
1080,용산,401673,10
94,의정부,407529,10
1314,용산,413997,10
96,구로,414486,10
98,양주,420686,10
1084,용산,424159,10
102,의정부,426750,10
104,소요산,432509,10
1612,동두천,437955,10
1316,용산,437985,10
108,의정부,443754,10
110,소요산,450356,10
1088,용산,452393,10
112,양주,455947,10
114,의정부,461820,10
116,소요산,468108,10
1090,용산,468497,10
1614,동두천,474002,10
1318,용산,479423,10
120,의정부,479904,10
122,소요산,485715,10
1094,용산,491061,10
124,양주,491711,10
126,의정부,498142,10
128,소요산,504281,10
1320,용산,505283,10
130,의정부,510440,10
132,소요산,516447,10
1098,구로,519184,10
134,양주,522900,10
136,의정부,528517,10
138,소요산,533972,10
1100,용산,534632,10
140,양주,541915,10
1322,용산,544860,10
142,소요산,546548,10
144,의정부,552303,10
1104,용산,501523,9
146,소요산,502724,9
1106,용산,563904,10
148,양주,507589,9
150,동두천,570538,10
1324,용산,576052,10
152,의정부,576787,10
1110,용산,580644,10
154,양주,582571,10
156,동묘앞,588057,10
1112,용산,589432,10
158,소요산,593159,10
160,의정부,598144,10
1114,용산,602252,10
162,양주,602662,10
166,양주,612600,10
1326,용산,615040,10
168,동두천,618658,10
170,소요산,623748,10
1118,용산,623049,10
172,동두천,629030,10
1204,용산,627839,10
1120,용산,631870,10
174,창동,635151,10
1122,용산,637491,10
178,의정부,642179,10
1124,용산,644733,10
180,동두천,647533,10
1126,용산,649966,10
182,의정부,652251,10
1128,용산,654551,10
184,소요산,657042,10
1130,용산,658966,10
186,양주,595572,9
1132,용산,664207,10
188,의정부,665706,10
1136,용산,669147,10
190,소요산,671077,10
1138,용산,673444,10
192,양주,675690,10
1140,용산,676921,10
1142,용산,680314,10
194,동두천,680364,10
196,소요산,685434,10
1144,용산,686437,10
198,양주,690454,10
1146,용산,690407,10
1148,용산,693711,10
200,의정부,695926,10
1150,용산,698335,10
202,소요산,700112,10
