6,강남,1647335,29
19,강남,2209122,40
7,강남,1316688,25
14,강남,1536099,29
16,강남,1517372,28
9,강남,72467,1
8,강남,2021352,39
17,강남,2020722,39
15,강남,1454677,26
2,강남,1473049,28
3,강남,1744492,32
20,강남,1398194,28
1,강남,1000194,20
13,강남,1022819,19
10,강남,1127657,21
18,강남,1608699,30
4,강남,1782693,33
11,강남,1817695,34
12,강남,1289460,23
