4,Á¤ÀÚ,18166,1
18,±¤±³,682259,13
19,±¤±³,450559,10
13,±¤±³,695102,13
20,±¤±³,394644,9
15,±¤±³,627178,12
17,±¤±³,86890,3
12,±¤±³,639291,12
4,±¤±³,645130,12
3,±¤±³,572467,11
6,±¤±³,142004,4
11,±¤±³,625570,11
2,±¤±³,546202,9
14,±¤±³,451710,7
10,±¤±³,226683,3
16,±¤±³,153516,2
3,Á¤ÀÚ,83824,1
16,Á¤ÀÚ,84672,1
14,Á¤ÀÚ,85624,1
10,Á¤ÀÚ,86194,1
