A2001,인천공항2터미널,90586,4
A2003,인천공항2터미널,95303,4
A1001,인천공항2터미널,98462,4
A2005,인천공항2터미널,100322,4
A2007,인천공항2터미널,103441,4
A2009,인천공항2터미널,106539,4
A1003,인천공항2터미널,108164,4
A2011,인천공항2터미널,109869,4
A2013,인천공항2터미널,112455,4
A2015,인천공항2터미널,115217,4
A2017,인천공항2터미널,117729,4
A1005,인천공항2터미널,117938,4
A2019,인천공항2터미널,120937,4
A2021,인천공항2터미널,123736,4
A2023,인천공항2터미널,126348,4
A1007,인천공항2터미널,127721,4
A2025,인천공항2터미널,128637,4
A2027,인천공항2터미널,131018,4
A2029,인천공항2터미널,132763,4
A2031,인천공항2터미널,135591,4
A1009,인천공항2터미널,136860,4
A2033,인천공항2터미널,138736,4
A2035,인천공항2터미널,141333,4
A2037,인천공항2터미널,142879,4
A2039,인천공항2터미널,145567,4
A1011,인천공항2터미널,146760,4
A2041,인천공항2터미널,147720,4
A2043,인천공항2터미널,149850,4
A2045,인천공항2터미널,152835,4
A2047,인천공항2터미널,154454,4
A1013,인천공항2터미널,156035,4
A2049,인천공항2터미널,157782,4
A2051,인천공항2터미널,160478,4
A2053,인천공항2터미널,162840,4
A2055,인천공항2터미널,165005,4
A1015,인천공항2터미널,165680,4
A2057,인천공항2터미널,167365,4
A2059,인천공항2터미널,170624,4
A2061,인천공항2터미널,172670,4
A1017,인천공항2터미널,175438,4
A2063,인천공항2터미널,176397,4
A2065,인천공항2터미널,178569,4
A2067,인천공항2터미널,181310,4
A2069,인천공항2터미널,184303,4
A1019,인천공항2터미널,184972,4
A2071,인천공항2터미널,186778,4
A2073,인천공항2터미널,188254,4
A2075,인천공항2터미널,191454,4
A2077,인천공항2터미널,194282,4
A1021,인천공항2터미널,194888,4
A2079,인천공항2터미널,198026,4
A2081,인천공항2터미널,201264,4
A2083,인천공항2터미널,203291,4
A1023,인천공항2터미널,204087,4
A2085,인천공항2터미널,205786,4
A2087,인천공항2터미널,208770,4
A2089,인천공항2터미널,211675,4
A2091,인천공항2터미널,213513,4
A1025,인천공항2터미널,213783,4
A2093,인천공항2터미널,217073,4
A2095,인천공항2터미널,220642,4
A1027,인천공항2터미널,223459,4
A2097,인천공항2터미널,224415,4
A2099,인천공항2터미널,226693,4
A2101,인천공항2터미널,229909,4
A2103,인천공항2터미널,231805,4
A1029,인천공항2터미널,232955,4
A2105,인천공항2터미널,234695,4
A2107,인천공항2터미널,236290,4
A2109,인천공항2터미널,239419,4
A2111,인천공항2터미널,242252,4
A1031,인천공항2터미널,242545,4
A2113,인천공항2터미널,244158,4
A2115,인천공항2터미널,247129,4
A2117,인천공항2터미널,248812,4
A2119,인천공항2터미널,251497,4
A1033,인천공항2터미널,252347,4
A2121,인천공항2터미널,253950,4
A2123,인천공항2터미널,256733,4
A2125,인천공항2터미널,258586,4
A1035,인천공항2터미널,261801,4
A2127,인천공항2터미널,261546,4
A2129,인천공항2터미널,263403,4
A2131,인천공항2터미널,266758,4
A2133,인천공항2터미널,269816,4
A1037,인천공항2터미널,271342,4
A2135,인천공항2터미널,273078,4
A2137,인천공항2터미널,276011,4
A2139,인천공항2터미널,277843,4
A2141,인천공항2터미널,280661,4
A1039,인천공항2터미널,280912,4
A2143,인천공항2터미널,282603,4
A2145,인천공항2터미널,285453,4
A2147,인천공항2터미널,287929,4
A2149,인천공항2터미널,217751,3
A1041,인천공항2터미널,217925,3
A2151,인천공항2터미널,292300,4
A2153,인천공항2터미널,294874,4
A2155,인천공항2터미널,296751,4
A1043,인천공항2터미널,300234,4
A2157,인천공항2터미널,299981,4
A2159,인천공항2터미널,302026,4
A2161,인천공항2터미널,304372,4
A2163,인천공항2터미널,306761,4
A2165,인천공항2터미널,308426,4
A1045,인천공항2터미널,309718,4
A2167,인천공항2터미널,311499,4
A2169,인천공항2터미널,314180,4
A2171,인천공항2터미널,316348,4
A2173,인천공항2터미널,318090,4
A1047,인천공항2터미널,319502,4
A2175,인천공항2터미널,320479,4
A2177,인천공항2터미널,322567,4
A2179,인천공항2터미널,324438,4
A2181,인천공항2터미널,326220,4
A2183,인천공항2터미널,327891,4
A1049,인천공항2터미널,329046,4
A2185,인천공항2터미널,329993,4
A2187,인천공항2터미널,332155,4
A2189,인천공항2터미널,334618,4
A2191,인천공항2터미널,336928,4
A1051,인천공항2터미널,338722,4
A2193,인천공항2터미널,339667,4
A2195,인천공항2터미널,341771,4
A2197,인천공항2터미널,343837,4
