13,강남,670904,13
15,강남,690034,13
17,강남,81296,3
12,강남,617270,12
4,강남,623142,12
3,강남,634148,12
18,강남,640005,12
19,강남,413256,9
20,강남,357499,8
11,강남,605230,11
6,강남,108911,3
2,강남,615436,10
14,강남,522652,8
10,강남,305555,4
16,강남,232711,3
