19,강남,445204,10
13,강남,688925,13
20,강남,390063,9
15,강남,793938,14
17,강남,85348,3
12,강남,633566,12
4,강남,639456,12
3,강남,650433,12
18,강남,656351,12
6,강남,140107,4
11,강남,620116,11
2,강남,542614,10
14,강남,533461,8
10,강남,310972,4
16,강남,236762,3
