6007,수원,87316,4
6009,수원,91046,4
6011,수원,94002,4
6013,수원,97359,4
6015,죽전,100263,4
6017,수원,102993,4
6019,수원,106172,4
6021,수원,108864,4
6023,죽전,111592,4
6025,수원,114125,4
6027,수원,116765,4
6029,수원,119389,4
6031,죽전,121523,4
6033,수원,124155,4
6035,죽전,125882,4
6037,수원,128076,4
6039,죽전,129891,4
6041,수원,131624,4
6043,죽전,133625,4
6045,수원,135718,4
6047,죽전,137658,4
6049,수원,139438,4
6051,죽전,141395,4
6053,수원,143540,4
6055,죽전,145376,4
6057,수원,147100,4
6059,죽전,149091,4
6061,수원,150710,4
6063,죽전,152573,4
6065,수원,154466,4
6067,죽전,155793,4
6069,수원,157556,4
6071,죽전,159300,4
6073,수원,161071,4
6075,죽전,162899,4
6077,수원,164341,4
6079,죽전,165947,4
6081,수원,167830,4
6083,죽전,169403,4
6085,수원,171088,4
6087,죽전,172862,4
6089,수원,174406,4
6091,죽전,176319,4
6093,수원,177659,4
6095,죽전,179451,4
6097,수원,181401,4
6099,죽전,183252,4
6101,수원,184640,4
6103,죽전,186273,4
6105,수원,188031,4
6107,죽전,189480,4
6109,수원,191209,4
6111,죽전,193132,4
6113,수원,194580,4
6115,죽전,196364,4
6117,수원,198029,4
6119,죽전,199930,4
6121,수원,201396,4
6123,죽전,203010,4
6125,수원,205011,4
6127,죽전,206405,4
6129,수원,208240,4
6131,죽전,209630,4
6133,수원,211424,4
6135,죽전,213187,4
6137,수원,215295,4
6139,죽전,216499,4
6141,수원,218317,4
6143,죽전,219830,4
6145,수원,221726,4
6147,죽전,223189,4
6149,수원,224982,4
6151,죽전,226802,4
6153,수원,228181,4
6155,죽전,229899,4
6157,수원,231734,4
6159,죽전,233749,4
6161,수원,235040,4
6163,죽전,236805,4
6165,수원,238392,4
6167,죽전,240032,4
6169,수원,241719,4
6171,죽전,243586,4
6173,수원,245131,4
6175,죽전,246822,4
6177,수원,248669,4
6179,죽전,250159,4
6181,수원,251996,4
6183,죽전,253769,4
6185,수원,255057,4
6187,죽전,256856,4
6189,수원,258670,4
6191,죽전,260395,4
6193,수원,261807,4
6195,죽전,263760,4
6197,수원,265137,4
6199,죽전,266893,4
6201,수원,268723,4
6203,죽전,270229,4
6205,수원,271890,4
6207,죽전,273796,4
6209,수원,275132,4
6211,죽전,276823,4
6213,수원,278701,4
6215,죽전,280188,4
6217,수원,281984,4
6219,죽전,283784,4
6221,수원,285475,4
6223,죽전,287230,4
6225,수원,289195,4
6227,죽전,291048,4
6229,수원,292981,4
6231,죽전,294887,4
6233,수원,296724,4
6235,죽전,299041,4
6237,수원,300836,4
6239,죽전,302555,4
6241,수원,304798,4
6243,죽전,306376,4
6245,수원,308401,4
6247,죽전,310361,4
6249,죽전,312328,4
6251,수원,314101,4
6253,죽전,316353,4
6255,수원,318862,4
6257,죽전,321066,4
6259,수원,323650,4
6261,죽전,326497,4
6263,수원,328840,4
6265,죽전,331635,4
6267,수원,334096,4
6269,죽전,337423,4
6271,수원,340054,4
6273,죽전,342919,4
6275,수원,173726,3
6277,죽전,175810,3
6279,죽전,178268,3
