A2001,인천공항2터미널,78966,4
A2003,인천공항2터미널,83652,4
A3001,검암,86059,4
A2005,인천공항2터미널,88396,4
A1001,인천공항2터미널,90114,4
A2007,인천공항2터미널,91840,4
A2009,인천공항2터미널,94890,4
A2011,인천공항2터미널,97662,4
A3003,검암,99527,4
A1003,인천공항2터미널,99866,4
A2013,인천공항2터미널,100788,4
A3005,검암,102288,4
A2015,인천공항2터미널,103553,4
A3007,검암,104876,4
A2017,인천공항2터미널,106150,4
A3009,검암,107614,4
A2019,인천공항2터미널,108922,4
A1005,인천공항2터미널,109347,4
A3011,검암,110708,4
A2021,인천공항2터미널,112076,4
A3013,검암,113383,4
A2023,인천공항2터미널,114735,4
A2025,인천공항2터미널,116404,4
A3015,검암,117563,4
A2027,인천공항2터미널,119093,4
A1007,인천공항2터미널,119298,4
A2029,인천공항2터미널,121101,4
A2031,인천공항2터미널,123945,4
A3019,검암,125448,4
A2033,인천공항2터미널,126696,4
A3021,검암,128146,4
A1009,인천공항2터미널,128541,4
A2035,인천공항2터미널,129675,4
A2037,인천공항2터미널,131166,4
A3023,검암,132709,4
A2039,인천공항2터미널,133913,4
A2041,인천공항2터미널,135692,4
A2043,인천공항2터미널,137765,4
A1011,인천공항2터미널,138197,4
A3025,검암,139657,4
A2045,인천공항2터미널,141108,4
A2047,인천공항2터미널,142774,4
A2049,인천공항2터미널,145802,4
A3029,검암,147257,4
A1013,인천공항2터미널,147765,4
A2051,인천공항2터미널,148836,4
A3031,검암,149981,4
A2053,인천공항2터미널,151186,4
A2055,인천공항2터미널,153460,4
A2057,인천공항2터미널,155396,4
A3033,검암,156965,4
A1015,인천공항2터미널,157420,4
A2059,인천공항2터미널,158988,4
A2061,인천공항2터미널,161023,4
A2063,인천공항2터미널,164424,4
A2065,인천공항2터미널,166564,4
A1017,인천공항2터미널,167004,4
A3037,검암,168107,4
A2067,인천공항2터미널,169686,4
A3039,검암,171258,4
A2069,인천공항2터미널,172721,4
A2071,인천공항2터미널,174572,4
A1019,인천공항2터미널,176635,4
A2073,인천공항2터미널,176328,4
A3041,검암,178226,4
A2075,인천공항2터미널,179946,4
A2077,인천공항2터미널,182632,4
A3045,검암,184311,4
A1021,인천공항2터미널,186477,4
A2079,인천공항2터미널,186274,4
A3047,검암,188041,4
A2081,인천공항2터미널,189588,4
A2083,인천공항2터미널,191670,4
A2085,인천공항2터미널,193845,4
A3049,검암,195339,4
A1023,인천공항2터미널,195824,4
A2087,인천공항2터미널,197171,4
A2089,인천공항2터미널,200044,4
A2091,인천공항2터미널,201827,4
A3053,검암,203565,4
A2093,인천공항2터미널,205101,4
A1025,인천공항2터미널,205411,4
A3055,검암,207296,4
A2095,인천공항2터미널,208923,4
A3057,검암,210722,4
A2097,인천공항2터미널,212376,4
A2099,인천공항2터미널,214707,4
A1027,인천공항2터미널,215028,4
A2101,인천공항2터미널,218288,4
A2103,인천공항2터미널,220201,4
A3061,검암,221583,4
A2105,인천공항2터미널,222748,4
A2107,인천공항2터미널,224280,4
A1029,인천공항2터미널,224559,4
A3063,검암,226220,4
A2109,인천공항2터미널,227930,4
A3065,검암,229437,4
A2111,인천공항2터미널,230616,4
A2113,인천공항2터미널,232281,4
A1031,인천공항2터미널,234199,4
A2115,인천공항2터미널,235452,4
A2117,인천공항2터미널,237133,4
A3069,검암,238413,4
A2119,인천공항2터미널,239813,4
A2121,인천공항2터미널,241932,4
A3071,검암,243674,4
A1033,인천공항2터미널,243880,4
A2123,인천공항2터미널,245086,4
A2125,인천공항2터미널,247009,4
A3073,검암,248588,4
A2127,인천공항2터미널,249972,4
A2129,인천공항2터미널,251413,4
A1035,인천공항2터미널,253393,4
A2131,인천공항2터미널,255026,4
A3077,검암,256565,4
A2133,인천공항2터미널,258295,4
A3079,검암,259285,4
A2135,인천공항2터미널,261107,4
A3081,검암,262640,4
A1037,인천공항2터미널,262987,4
A2137,인천공항2터미널,264359,4
A2139,인천공항2터미널,266179,4
A3083,검암,267752,4
A2141,인천공항2터미널,268964,4
A2143,인천공항2터미널,270662,4
A1039,인천공항2터미널,272558,4
A2145,인천공항2터미널,273787,4
A3087,검암,274911,4
A2147,인천공항2터미널,276313,4
A3089,검암,277472,4
A2149,인천공항2터미널,278645,4
A2151,인천공항2터미널,280304,4
A3091,검암,352262,5
A1041,인천공항2터미널,282158,4
A2153,인천공항2터미널,283252,4
A2155,인천공항2터미널,285036,4
A2157,인천공항2터미널,288226,4
A2159,인천공항2터미널,290012,4
A1043,인천공항2터미널,291739,4
A2161,인천공항2터미널,292767,4
A3095,검암,293916,4
A2163,인천공항2터미널,295090,4
A2165,인천공항2터미널,296736,4
A3097,검암,298057,4
A2167,인천공항2터미널,299499,4
A3099,검암,300996,4
A1045,인천공항2터미널,301372,4
A2169,인천공항2터미널,302507,4
A2171,인천공항2터미널,304669,4
A2173,인천공항2터미널,306372,4
A2175,인천공항2터미널,308401,4
A2177,인천공항2터미널,310554,4
A1047,인천공항2터미널,311004,4
A2179,인천공항2터미널,312716,4
A2181,인천공항2터미널,314511,4
A2183,인천공항2터미널,316197,4
A2185,인천공항2터미널,318008,4
A2187,인천공항2터미널,320154,4
A1049,인천공항2터미널,320550,4
A3101,검암,321685,4
A2189,인천공항2터미널,322907,4
A2191,인천공항2터미널,325355,4
A2193,인천공항2터미널,327618,4
A2195,인천공항2터미널,329762,4
A1051,인천공항2터미널,330125,4
A2197,인천공항2터미널,332139,4
A2199,인천공항2터미널,334113,4
A2201,인천공항2터미널,336110,4
A2203,인천공항2터미널,339483,4
A2205,인천공항2터미널,342848,4
A3291,검암,689548,8
