10,강남,678200,13
6,강남,685572,13
3,강남,387693,9
13,강남,704061,13
14,강남,394448,7
9,강남,630221,12
2,강남,636188,12
20,강남,647030,12
15,강남,652933,12
16,강남,139017,4
8,강남,617125,11
1,강남,539927,10
17,강남,531300,8
