A3002,서울,82457,4
A1002,서울,84259,4
A3004,서울,85244,4
A2002,서울,87182,4
A2004,서울,88735,4
A2006,서울,90303,4
A2008,서울,91747,4
A1004,서울,92438,4
A2010,서울,93607,4
A2012,서울,95551,4
A2014,서울,97478,4
A3006,서울,98537,4
A2016,서울,99493,4
A2018,서울,101394,4
A1006,서울,102008,4
A2020,서울,103140,4
A2022,서울,104094,4
A2024,서울,105897,4
A2026,서울,107480,4
A2028,서울,109073,4
A3008,서울,110532,4
A2030,서울,112185,4
A3010,서울,113527,4
A1008,서울,113842,4
A3012,서울,116185,4
A2034,서울,117523,4
A3014,서울,118851,4
A2036,서울,120214,4
A3016,서울,121618,4
A2038,서울,123171,4
A1010,서울,123631,4
A3018,서울,124704,4
A2040,서울,125901,4
A2042,서울,127529,4
A3020,서울,128753,4
A2044,서울,130351,4
A2046,서울,132800,4
A1012,서울,133063,4
A2048,서울,136575,4
A3024,서울,137802,4
A2050,서울,139290,4
A3026,서울,140824,4
A2052,서울,142260,4
A1014,서울,142704,4
A2054,서울,144862,4
A3028,서울,146280,4
A2056,서울,148019,4
A2058,서울,150235,4
A3030,서울,151740,4
A1016,서울,152451,4
A2060,서울,153688,4
A2062,서울,156862,4
A3034,서울,158590,4
A2064,서울,160233,4
A3036,서울,161495,4
A1018,서울,161950,4
A2066,서울,163144,4
A2068,서울,165206,4
A2070,서울,167462,4
A2072,서울,169688,4
A3038,서울,170941,4
A1020,서울,171530,4
A2074,서울,172728,4
A2076,서울,175664,4
A2078,서울,177468,4
A3042,서울,179001,4
A2080,서울,180470,4
A1022,서울,181206,4
A3044,서울,182364,4
A2082,서울,183396,4
A2084,서울,185533,4
A2086,서울,187969,4
A3046,서울,189361,4
A2088,서울,190984,4
A1024,서울,191175,4
A2090,서울,194385,4
A3050,서울,196026,4
A2092,서울,197938,4
A3052,서울,199812,4
A1026,서울,200363,4
A2094,서울,201542,4
A2096,서울,203621,4
A2098,서울,206077,4
A3054,서울,207610,4
A2100,서울,209472,4
A1028,서울,210009,4
A2102,서울,212149,4
A2104,서울,214182,4
A3058,서울,215532,4
A2106,서울,217115,4
A2108,서울,218781,4
A1030,서울,219660,4
A3060,서울,220760,4
A2110,서울,221792,4
A2112,서울,223553,4
A3062,서울,224758,4
A2114,서울,226295,4
A2116,서울,228864,4
A1032,서울,229125,4
A2118,서울,231164,4
A2120,서울,232847,4
A3066,서울,234587,4
A2122,서울,236297,4
A3068,서울,238075,4
A1034,서울,238750,4
A2124,서울,239913,4
A3070,서울,241210,4
A2126,서울,242734,4
A2128,서울,244565,4
A2130,서울,247735,4
A1036,서울,248508,4
A3074,서울,249572,4
A2132,서울,250561,4
A2134,서울,252359,4
A2136,서울,254006,4
A3076,서울,255299,4
A2138,서울,256774,4
A1038,서울,257932,4
A2140,서울,259111,4
A3078,서울,260197,4
A2142,서울,261711,4
A2144,서울,263325,4
A2146,서울,266162,4
A3082,서울,267360,4
A1040,서울,267655,4
A2148,서울,268801,4
A3084,서울,270056,4
A2150,서울,271425,4
A2152,서울,273297,4
A3086,서울,274473,4
A2154,서울,276111,4
A1042,서울,277259,4
A2156,서울,278483,4
A3088,서울,279658,4
A2158,서울,281383,4
A2160,서울,284486,4
A3092,서울,286061,4
A1044,서울,286726,4
A2162,서울,287889,4
A3094,서울,289234,4
A2164,서울,290518,4
A2166,서울,292317,4
A3096,서울,293863,4
A2168,서울,295493,4
A1046,서울,296433,4
A2170,서울,297518,4
A2222,서울,298852,4
A2172,서울,300066,4
A2174,서울,302435,4
A2176,서울,304875,4
A3100,서울,306271,4
A2178,서울,307715,4
A1048,서울,308252,4
A2180,서울,310228,4
A1050,서울,320352,4
A2188,서울,321524,4
A2190,서울,323715,4
A2192,서울,326215,4
A2194,서울,328908,4
A2196,서울,331659,4
A2198,서울,334252,4
A1052,서울,334632,4
A2200,서울,337868,4
A2202,서울,340817,4
A2204,서울,604010,7
A3102,서울,233573,3
A2182,서울,234663,3
A3104,서울,235636,3
A2184,서울,236758,3
A2186,서울,238830,3
