동암,동두천,28,5:16:0,5:16:28
동암,소요산,38,5:27:0,5:27:38
동암,용산,7,5:38:30,5:38:23
동암,동두천,52,5:39:0,5:39:52
동암,동두천,45,5:51:0,5:51:45
동암,용산,2,5:55:30,5:55:28
동암,소요산,65,6:3:0,6:4:5
동암,용산,20,6:10:30,6:10:10
동암,양주,73,6:13:0,6:14:13
동암,동두천,73,6:23:0,6:24:13
동암,용산,108,6:27:30,6:29:18
동암,소요산,63,6:36:0,6:37:3
동암,용산,18,6:44:30,6:44:12
동암,양주,24,6:46:0,6:46:24
동암,동두천,14,6:55:0,6:55:14
동암,용산,15,7:1:30,7:1:15
동암,양주,72,7:4:0,7:5:12
동암,소요산,38,7:12:0,7:12:38
동암,용산,8,7:17:30,7:17:22
동암,양주,56,7:21:0,7:21:56
동암,의정부,36,7:31:0,7:31:36
동암,용산,9,7:33:30,7:33:21
동암,소요산,29,7:40:0,7:40:29
동암,양주,40,7:48:0,7:48:40
동암,용산,3,7:51:30,7:51:27
동암,소요산,5,7:57:0,7:57:5
동암,양주,51,8:7:0,8:7:51
동암,용산,6,8:8:30,8:8:24
동암,의정부,58,8:15:0,8:15:58
동암,소요산,109,8:24:0,8:25:49
동암,용산,5,8:26:30,8:26:25
동암,양주,63,8:32:0,8:33:3
동암,창동,75,8:40:0,8:41:15
동암,용산,23,8:43:30,8:43:7
동암,광운대,3,8:48:0,8:48:3
동암,소요산,78,8:56:0,8:57:18
동암,용산,17,8:59:30,8:59:13
동암,양주,71,9:5:0,9:6:11
동암,의정부,146,9:12:0,9:14:26
동암,용산,32,9:18:30,9:17:58
동암,양주,75,9:20:0,9:21:15
동암,소요산,51,9:28:0,9:28:51
동암,창동,107,9:36:0,9:37:47
동암,의정부,46,9:45:0,9:45:46
동암,용산,14,9:49:30,9:49:16
동암,창동,75,9:55:0,9:56:15
동암,용산,13,10:3:30,10:3:17
동암,소요산,25,10:5:0,10:5:25
동암,양주,58,10:15:0,10:15:58
동암,용산,40,10:17:30,10:16:50
동암,의정부,31,10:24:0,10:24:31
동암,용산,15,10:29:30,10:29:15
동암,소요산,42,10:35:0,10:35:42
동암,양주,11,10:44:0,10:44:11
동암,의정부,26,10:53:0,10:53:26
동암,용산,24,10:56:30,10:56:6
동암,소요산,31,11:3:0,11:3:31
동암,양주,20,11:13:0,11:13:20
동암,용산,36,11:13:30,11:12:54
동암,의정부,83,11:24:0,11:25:23
동암,용산,24,11:25:30,11:25:6
동암,소요산,78,11:35:0,11:36:18
동암,양주,57,11:45:0,11:45:57
동암,용산,2,11:51:30,11:51:28
동암,의정부,29,11:55:0,11:55:29
동암,소요산,71,12:4:0,12:5:11
동암,용산,31,12:5:30,12:4:59
동암,양주,10,12:14:0,12:14:10
동암,용산,24,12:15:30,12:15:6
동암,의정부,83,12:24:0,12:25:23
동암,용산,5,12:30:30,12:30:25
동암,소요산,34,12:35:0,12:35:34
동암,양주,63,12:45:0,12:46:3
동암,용산,10,12:54:30,12:54:40
동암,의정부,27,12:55:0,12:55:27
동암,소요산,77,13:4:0,13:5:17
동암,용산,3,13:9:30,13:9:33
동암,양주,10,13:14:0,13:14:10
동암,용산,17,13:21:30,13:21:13
동암,광운대,42,13:27:0,13:27:42
동암,소요산,5,13:34:0,13:34:5
동암,양주,39,13:44:0,13:44:39
동암,용산,77,13:44:30,13:45:47
동암,의정부,36,13:54:0,13:54:36
동암,용산,33,13:57:30,13:56:57
동암,소요산,83,14:5:0,14:6:23
동암,용산,25,14:9:30,14:9:55
동암,의정부,50,14:15:0,14:15:50
동암,용산,15,14:22:30,14:22:15
동암,소요산,53,14:25:0,14:25:53
동암,양주,41,14:35:0,14:35:41
동암,의정부,64,14:44:0,14:45:4
동암,용산,1,14:52:30,14:52:29
동암,소요산,58,14:54:0,14:54:58
동암,양주,44,15:3:0,15:3:44
동암,용산,4,15:5:30,15:5:26
동암,소요산,37,15:13:0,15:13:37
동암,용산,3,15:22:30,15:22:27
동암,구로,44,15:26:0,15:26:44
동암,소요산,48,15:35:0,15:35:48
동암,용산,37,15:42:30,15:43:7
동암,양주,49,15:44:0,15:44:49
동암,소요산,20,15:54:0,15:54:20
동암,용산,70,15:56:30,15:57:40
동암,구로,71,16:3:0,16:4:11
동암,용산,19,16:8:30,16:8:49
동암,소요산,21,16:14:0,16:14:21
동암,동두천,16,16:25:0,16:25:16
동암,용산,27,16:25:30,16:25:3
동암,소요산,83,16:35:0,16:36:23
동암,의정부,47,16:43:0,16:43:47
동암,용산,12,16:47:30,16:47:18
동암,양주,69,16:51:0,16:52:9
동암,동두천,86,16:59:0,17:0:26
동암,용산,9,17:3:30,17:3:21
동암,의정부,51,17:7:0,17:7:51
동암,용산,2,17:14:30,17:14:32
동암,소요산,8,17:16:0,17:16:8
동암,양주,36,17:24:0,17:24:36
동암,의정부,52,17:32:0,17:32:52
동암,용산,22,17:37:30,17:37:52
동암,소요산,2,17:40:0,17:39:58
동암,의정부,35,17:49:0,17:49:35
동암,구로,79,17:54:0,17:55:19
동암,용산,13,17:54:30,17:54:17
동암,동두천,64,18:4:0,18:5:4
동암,용산,1,18:7:30,18:7:29
동암,창동,50,18:11:0,18:11:50
동암,용산,3,18:17:30,18:17:27
동암,양주,55,18:20:0,18:20:55
동암,소요산,65,18:27:0,18:28:5
동암,용산,17,18:31:30,18:31:13
동암,의정부,128,18:35:0,18:37:8
동암,창동,48,18:43:0,18:43:48
동암,용산,21,18:45:30,18:45:9
동암,소요산,143,18:50:0,18:52:23
동암,의정부,72,18:57:0,18:58:12
동암,용산,29,18:58:30,18:58:1
동암,양주,84,19:6:0,19:7:24
동암,용산,14,19:10:30,19:10:16
동암,창동,43,19:16:0,19:16:43
동암,소요산,30,19:24:0,19:24:30
동암,용산,22,19:27:30,19:27:8
동암,양주,18,19:31:0,19:31:18
동암,용산,9,19:37:30,19:37:21
동암,창동,43,19:39:0,19:39:43
동암,소요산,37,19:47:0,19:47:37
동암,용산,23,19:50:30,19:50:53
동암,창동,42,19:55:0,19:55:42
동암,의정부,12,20:4:0,20:4:12
동암,용산,19,20:5:30,20:5:11
동암,동두천,56,20:12:0,20:12:56
동암,용산,11,20:19:30,20:19:19
동암,양주,38,20:20:0,20:20:38
동암,동묘앞,25,20:28:0,20:28:25
동암,소요산,68,20:33:0,20:34:8
동암,용산,31,20:34:30,20:33:59
동암,구로,84,20:41:0,20:42:24
동암,구로,21,20:41:30,20:41:9
동암,양주,138,20:51:0,20:53:18
동암,용산,12,20:56:30,20:56:42
동암,소요산,37,21:1:0,21:1:37
동암,의정부,30,21:11:0,21:11:30
동암,용산,10,21:12:30,21:12:40
동암,동묘앞,76,21:21:0,21:22:16
동암,용산,10,21:29:30,21:29:20
동암,소요산,61,21:31:0,21:32:1
동암,동묘앞,135,21:41:0,21:43:15
동암,용산,29,21:46:30,21:46:59
동암,소요산,73,21:51:0,21:52:13
동암,양주,21,22:0:0,22:0:21
동암,용산,0,22:3:30,22:3:30
동암,창동,50,22:9:0,22:9:50
동암,소요산,35,22:14:0,22:14:35
동암,동묘앞,58,22:22:0,22:22:58
동암,용산,29,22:22:30,22:22:1
동암,창동,66,22:31:0,22:32:6
동암,동묘앞,339,22:37:0,22:42:39
동암,용산,10,22:37:30,22:37:20
동암,의정부,153,22:47:0,22:49:33
동암,용산,11,22:57:30,22:57:19
동암,동묘앞,24,22:58:0,22:58:24
동암,부천,17,23:13:30,23:13:13
동암,광운대,86,23:18:0,23:19:26
동암,구로,50,23:35:0,23:35:50
동암,구로,79,23:46:0,23:47:19
동암,구로,77,23:59:0,24:0:17
