운길산,용문,5896,5:56:50,7:35:6
운길산,용문,6170,6:31:50,8:14:40
운길산,용문,5402,7:3:20,8:33:22
운길산,용문,6112,7:33:50,9:15:42
운길산,용문,5854,8:1:30,9:39:4
운길산,용문,5943,8:59:30,10:38:33
운길산,용문,6180,9:31:50,11:14:50
운길산,용문,5645,10:3:40,11:37:45
운길산,용문,5777,10:35:40,12:11:57
운길산,용문,6206,11:2:30,12:45:56
운길산,용문,5991,11:33:10,13:13:1
운길산,용문,6140,11:58:20,13:40:40
운길산,용문,6021,12:35:50,14:16:11
운길산,용문,6191,13:1:0,14:44:11
운길산,용문,6066,13:28:20,15:9:26
운길산,지평,5566,14:2:30,15:35:16
운길산,용문,6288,14:28:0,16:12:48
운길산,용문,5981,14:56:40,16:36:21
운길산,용문,6313,15:31:30,17:16:43
운길산,용문,6384,16:2:0,17:48:24
운길산,지평,6195,16:28:20,18:11:35
운길산,용문,5634,17:9:30,18:43:24
운길산,용문,5871,17:33:10,19:11:1
운길산,용문,5874,17:58:40,19:36:34
운길산,용문,6619,18:21:0,20:11:19
운길산,용문,6356,18:58:50,20:44:46
운길산,용문,6548,19:26:50,21:15:58
운길산,용문,6634,19:56:30,21:47:4
운길산,용문,6305,20:27:20,22:12:25
운길산,용문,6107,20:54:50,22:36:37
운길산,용문,5529,22:10:50,23:42:59
